,bed,bath,sqft,type,lanudry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,link
https://sfbay.craigslist.org/sby/apa/d/waterfall-view-peaceful/6567652216.html,1BR , 1Ba,711ft2,apartment,5,4,1,1,0,1,0,10,315,https://sfbay.craigslist.org/sby/apa/d/waterfall-view-peaceful/6567652216.html
https://sfbay.craigslist.org/sby/apa/d/week-special-only-six-weeks/6567551270.html,1BR , 1Ba,available apr 21,apartment,5,6,1,1,0,1,1,22,219,https://sfbay.craigslist.org/sby/apa/d/week-special-only-six-weeks/6567551270.html
https://sfbay.craigslist.org/sby/apa/d/welcome-home-to-heatherstone/6567551570.html,1BR , 1Ba,750ft2,apartment,0,0,1,1,0,1,0,7,164,https://sfbay.craigslist.org/sby/apa/d/welcome-home-to-heatherstone/6567551570.html
https://sfbay.craigslist.org/sby/apa/d/were-here-where-are-you-large/6563683386.html,2BR , 2Ba,1052ft2,apartment,5,5,1,1,0,1,0,3,131,https://sfbay.craigslist.org/sby/apa/d/were-here-where-are-you-large/6563683386.html
https://sfbay.craigslist.org/sby/apa/d/where-luxury-location/6567674109.html,1BR , 1Ba,796ft2,apartment,5,5,1,1,0,1,1,6,451,https://sfbay.craigslist.org/sby/apa/d/where-luxury-location/6567674109.html
https://sfbay.craigslist.org/sby/apa/d/will-love-our-beautiful/6567731083.html,2BR , 2Ba,1050ft2,apartment,5,4,0,0,0,1,0,17,242,https://sfbay.craigslist.org/sby/apa/d/will-love-our-beautiful/6567731083.html
https://sfbay.craigslist.org/sby/apa/d/wonderful-2b2b-near-top/6565767799.html,2BR , 2Ba,available apr 19,apartment,0,0,0,0,0,0,0,9,144,https://sfbay.craigslist.org/sby/apa/d/wonderful-2b2b-near-top/6565767799.html
https://sfbay.craigslist.org/sby/apa/d/wonderfully-renovated-home/6567639822.html,1BR , 1Ba,600ft2,apartment,5,4,1,1,1,0,0,7,230,https://sfbay.craigslist.org/sby/apa/d/wonderfully-renovated-home/6567639822.html
https://sfbay.craigslist.org/sby/apa/d/wonderfully-size-2-bedroom/6567566605.html,2BR , 2Ba,1165ft2,apartment,5,5,1,1,0,1,0,11,249,https://sfbay.craigslist.org/sby/apa/d/wonderfully-size-2-bedroom/6567566605.html
https://sfbay.craigslist.org/sby/apa/d/wood-flooring-wd-ac-ceiling/6567658131.html,2BR , 2Ba,1060ft2,apartment,5,4,0,0,0,0,0,21,100,https://sfbay.craigslist.org/sby/apa/d/wood-flooring-wd-ac-ceiling/6567658131.html
https://sfbay.craigslist.org/sby/apa/d/work-play-live-in-the-heart/6567499322.html,1BR , 1Ba,690ft2,apartment,5,0,1,1,0,1,0,13,151,https://sfbay.craigslist.org/sby/apa/d/work-play-live-in-the-heart/6567499322.html
https://sfbay.craigslist.org/sby/apa/d/your-favorite-floorplan-so/6567796615.html,2BR , 2Ba,1195ft2,apartment,5,4,0,0,0,1,0,6,240,https://sfbay.craigslist.org/sby/apa/d/your-favorite-floorplan-so/6567796615.html
https://sfbay.craigslist.org/sby/apa/d/your-home-newly-remodeledbest/6567795720.html,2BR , 2Ba,1005ft2,apartment,2,0,0,0,0,0,0,15,112,https://sfbay.craigslist.org/sby/apa/d/your-home-newly-remodeledbest/6567795720.html
https://sfbay.craigslist.org/sby/apa/d/your-new-homebest/6567457782.html,2BR , 1Ba,965ft2,apartment,0,4,0,0,0,0,0,16,108,https://sfbay.craigslist.org/sby/apa/d/your-new-homebest/6567457782.html
https://sfbay.craigslist.org/sby/apa/d/zeus-refined-1br-apartment-in/6567598875.html,1BR , 1Ba,550ft2,apartment,2,4,1,1,1,1,0,9,270,https://sfbay.craigslist.org/sby/apa/d/zeus-refined-1br-apartment-in/6567598875.html
